"","Country","assess_id_short","Year","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"131","Portugal","11338-FAO",2012,"Mediterranean slipper lobster",2.195,1,0.588,10.831,"FAO","Scyllarides latus","Species",43,384.805,0.157,9810.53,0.042,9.333,26195.008,0.188,NA,NA,NA,NA
"132","Brazil","1133-FAO",2012,"Acoupa weakfish",198196.682,22461,1.071,2.716,"FAO","Cynoscion acoupa","Species",33,5880053.224,7723.933,571.852,0.042,462731.026,118098720.4,0.188,NA,NA,NA,NA
"133","Portugal","11358-FAO",2012,"Northern shortfin squid",10206.54,137,1.447,0.34,"FAO","Illex illecebrosus","Species",57,123120.3,278.392,1145.154,0.039,17639.416,9168173.93,0.188,NA,NA,NA,NA
"134","Portugal","11361-FAO",2012,"Norway lobster",2435.174,182,0.355,1.964,"FAO","Nephrops norvegicus","Species",43,52023.054,261.006,6171.724,0.038,17151.673,31208954.35,0.188,NA,NA,NA,NA
"135","Portugal","11374-FAO",2012,"Offshore rockfish",2513.866,89,1.631,0.504,"FAO","Pontinus kuhlii","Species",34,95668.475,108.257,1368.908,0.07,3852.898,2013483.092,0.188,NA,NA,NA,NA
"136","Portugal","11375-FAO",2012,"Oilfish",3023.945,70,1.76,0.3,"FAO","Ruvettus pretiosus","Species",34,25682.02,132.655,442.214,0.077,4295.927,704978.595,0.188,NA,NA,NA,NA
"137","Portugal","11379-FAO",2012,"Oilfish",265.417,11,1.014,1.006,"FAO","Ruvettus pretiosus","Species",34,2796.024,10.78,442.214,0.041,654.505,129693.203,0.188,NA,NA,NA,NA
"138","Portugal","11382-FAO",2012,"Oilfish",283.541,22,1.419,1.919,"FAO","Ruvettus pretiosus","Species",34,6140.812,8.081,442.214,0.04,499.697,99561.6,0.188,NA,NA,NA,NA
"139","Portugal","11391-FAO",2012,"Pacific cupped oyster",21213.127,83,0.615,0.096,"FAO","Crassostrea gigas","Species",53,47559.818,1404.729,877.05,0.041,86276.503,34024591.69,0.188,NA,NA,NA,NA
"140","Brazil","1139-FAO",2012,"Argentine conger",5038.916,37,0.878,0.2,"FAO","Conger orbignyanus","Species",34,89905.273,210.224,3484.483,0.037,14351.085,23209715.13,0.188,NA,NA,NA,NA
"141","Portugal","11401-FAO",2012,"Parrotfish",6392.368,213,1.461,0.634,"FAO","Sparisoma cretense","Species",33,290213.553,229.896,1833.536,0.053,10939.169,8354030.054,0.188,NA,NA,NA,NA
"142","Brazil","1140-FAO",2012,"Argentine croaker",134459.812,12965,0.856,2.329,"FAO","Umbrina canosai","Species",33,6862550.692,6504.16,1503.069,0.041,392770.537,264112154.1,0.188,NA,NA,NA,NA
"143","Portugal","11410-FAO",2012,"Picked dogfish",78.05,2,0.715,1.927,"FAO","Squalus acanthias","Species",38,410.763,1.451,766.905,0.013,272.75,131566.451,0.188,NA,NA,NA,NA
"144","Portugal","11435-FAO",2012,"Pullet carpet shell",13358.182,245,1.82,0.339,"FAO","Venerupis pullastra","Species",56,197118.738,396.657,970.43,0.054,18347.39,7353132.598,0.188,NA,NA,NA,NA
"145","Portugal","11445-FAO",2012,"Red gurnard",4506.109,148,1.604,0.438,"FAO","Aspitrigla cuculus","Species",34,121604.166,210.551,1039.267,0.075,7022.641,2732478.738,0.188,NA,NA,NA,NA
"146","Brazil","1144-FAO",2012,"Argentinian sandperch",14789.858,683,1.408,0.883,"FAO","Pseudopercis semifasciata","Species",33,883783.577,549.462,1833.536,0.052,26254.966,20075630.74,0.188,NA,NA,NA,NA
"147","Portugal","11450-FAO",2012,"Red porgy",110.737,9,0.549,1.994,"FAO","Pagrus pagrus","Species",33,938.479,8.216,2847.467,0.041,503.957,645003.411,0.188,NA,NA,NA,NA
"148","Portugal","11451-FAO",2012,"Red porgy",2349.617,175,0.885,1.826,"FAO","Pagrus pagrus","Species",33,207923.486,108.33,2847.467,0.041,6640.935,8498030.657,0.188,NA,NA,NA,NA
"149","Portugal","11464-FAO",2012,"Rubberlip grunt",33.474,2,0.465,1.453,"FAO","Plectorhinchus mediterraneus","Species",33,-132.345,2.962,1833.536,0.041,180.146,148081.254,0.188,NA,NA,NA,NA
"150","Portugal","11468-FAO",2012,"Salema",5917.446,251,1.34,1.058,"FAO","Sarpa salpa","Species",33,481375.5,177.028,2847.467,0.04,11037.92,14196636.73,0.188,NA,NA,NA,NA
"151","Portugal","11470-FAO",2012,"Sand sole",1958.035,102,1.085,1.32,"FAO","Solea lascaris","Species",31,73431.122,71.207,1022.233,0.039,4510.372,1436325.048,0.188,NA,NA,NA,NA
"152","Portugal","11472-FAO",2012,"Sand steenbras",416.899,34,0.803,1.992,"FAO","Lithognathus mormyrus","Species",33,33009.607,21.268,2847.467,0.041,1298.415,1659460.504,0.188,NA,NA,NA,NA
"153","Portugal","11474-FAO",2012,"Sandy ray",1148.204,32,1.496,0.475,"FAO","Raja circularis","Species",38,13521.22,45.05,548.726,0.059,1918.553,424130.181,0.188,NA,NA,NA,NA
"154","Portugal","11480-FAO",2012,"Scarlet shrimp",217.404,32,0.53,3.451,"FAO","Plesiopenaeus edwardsianus","Species",45,8122.285,17.483,2896.543,0.043,1024.691,1020832.519,0.188,NA,NA,NA,NA
"155","Portugal","11487-FAO",2012,"Sea lamprey",1724.612,46,1.61,1.19,"FAO","Petromyzon marinus","Species",25,26164.11,24.024,791.739,0.022,2678.745,1140477.174,0.188,NA,NA,NA,NA
"156","Portugal","11508-FAO",2012,"Shortfin mako",788.37,81,0.918,95.654,"FAO","Isurus oxyrinchus","Species",38,-60362.849,0.922,886.725,0.001,2146.159,2546299.924,0.188,NA,NA,NA,NA
"157","Brazil","1150-FAO",2012,"Atlantic seabob",270899.614,16433,1.189,1.315,"FAO","Xiphopenaeus kroyeri","Species",45,33099006.69,10505.491,2896.543,0.046,569396.063,554094348.2,0.188,NA,NA,NA,NA
"158","Portugal","11522-FAO",2012,"Silver scabbardfish",27694.4,295,0.765,0.118,"FAO","Lepidopus caudatus","Species",34,171906.774,3258.056,828.25,0.09,90490.008,26560779.55,0.188,NA,NA,NA,NA
"159","Portugal","11526-FAO",2012,"Silvery John dory",1813.41,53,1.757,0.374,"FAO","Zenopsis conchifer","Species",34,129252.853,80.556,2982.647,0.078,2580.129,2846375.628,0.188,NA,NA,NA,NA
"160","Brazil","1152-FAO",2012,"Atlantic thread herring",189221.848,9390,1.406,0.888,"FAO","Opisthonema oglinum","Species",35,2551677.213,5643.96,349.062,0.042,336541.744,52355767.26,0.188,NA,NA,NA,NA
"161","Portugal","11535-FAO",2012,"Smooth callista",9812.611,224,1.596,0.296,"FAO","Callista chione","Species",56,176714.968,474.383,970.43,0.077,15369.753,5535778.007,0.188,NA,NA,NA,NA
"162","Portugal","11551-FAO",2012,"Solid surf clam",109610.569,625,1.853,0.073,"FAO","Spisula solida","Species",56,542213.994,4599.033,970.43,0.078,147873.029,53138101.16,0.188,NA,NA,NA,NA
"163","Portugal","11558-FAO",2012,"Southern pink shrimp",141.689,17,0.421,2.784,"FAO","Penaeus notialis","Species",45,-5275.33,14.499,3996.106,0.043,841.237,1152704.122,0.188,NA,NA,NA,NA
"164","Portugal","11561-FAO",2012,"Spinous spider crab",1028.402,22,0.551,0.646,"FAO","Maja squinado","Species",42,23632.246,61.808,3411.591,0.033,4667.313,7617589.93,0.188,NA,NA,NA,NA
"165","Portugal","11562-FAO",2012,"Spiny butterfly ray",231.964,8,1.338,0.856,"FAO","Gymnura altavela","Species",38,3042.475,6.982,548.726,0.04,433.399,107276.866,0.188,NA,NA,NA,NA
"166","Brazil","1156-FAO",2012,"Barred grunt",16066.785,166,0.426,0.308,"FAO","Conodon nobilis","Species",33,88569.478,1265.953,1833.536,0.034,94266.256,82340516.69,0.188,NA,NA,NA,NA
"167","Portugal","11572-FAO",2012,"Starry smooth-hound",573.77,9,1.591,0.252,"FAO","Mustelus asterias","Species",38,6553.719,22.468,886.725,0.062,901.573,316380.056,0.188,NA,NA,NA,NA
"168","Portugal","11576-FAO",2012,"Striped venus",17751.39,225,1.791,0.247,"FAO","Chamelea gallina","Species",56,183847.928,508.317,970.43,0.051,24785.554,10091791.54,0.188,NA,NA,NA,NA
"169","Portugal","11579-FAO",2012,"Surmullet",2593.424,231,1.609,0.781,"FAO","Mullus surmuletus","Species",33,139963.638,183.834,805.986,0.114,4029.136,1071917.715,0.188,NA,NA,NA,NA
"170","Brazil","1159-FAO",2012,"Bigeye thresher",326.707,1,0.566,0.228,"FAO","Alopias superciliosus","Species",38,454.03,7.769,886.725,0.013,1444.22,802765.353,0.188,NA,NA,NA,NA
"171","Portugal","11604-FAO",2012,"Tonguefishes",77.998,1,0.428,0.318,"FAO","Cynoglossidae","Species",31,940.997,7.342,1841.757,0.04,455.35,259608.675,0.188,NA,NA,NA,NA
"172","Portugal","11623-FAO",2012,"Twaite shad",191.453,4,1.741,0.28,"FAO","Alosa fallax","Species",24,2607.007,8.194,784.099,0.075,274.967,80867.823,0.188,NA,NA,NA,NA
"173","Portugal","11629-FAO",2012,"Velvet swimcrab",403.555,21,1.215,1.245,"FAO","Necora puber","Species",42,44547.003,13.88,3411.591,0.042,830.402,1263862.032,0.188,NA,NA,NA,NA
"174","Brazil","1162-FAO",2012,"Bigtooth corvina",936.108,93,1.138,2.405,"FAO","Isopisthus parvipinnis","Species",33,71044.006,33.976,1503.069,0.041,2055.889,1383293.047,0.188,NA,NA,NA,NA
"175","Portugal","11636-FAO",2012,"Wedge sole",1352.933,285,1.342,1.949,"FAO","Dicologlossa cuneata","Species",31,213020.522,108.961,1022.233,0.108,2520.169,593212.099,0.188,NA,NA,NA,NA
"176","Portugal","11642-FAO",2012,"White grouper",28.859,1,0.695,2.523,"FAO","Epinephelus aeneus","Species",33,612.392,0.571,3357.21,0.014,103.864,217214.049,0.188,NA,NA,NA,NA
"177","Portugal","11648-FAO",2012,"White seabream",3295.837,254,1.161,1.826,"FAO","Diplodus sargus","Species",33,402262.239,119.734,2847.467,0.042,7094.383,8986053.638,0.188,NA,NA,NA,NA
"178","Brazil","1164-FAO",2012,"Blackfin goosefish",99369.256,2789,1.424,0.697,"FAO","Lophius gastrophysus","Species",34,6549590.289,2808.797,3222.056,0.04,174454.724,253600858.5,0.188,NA,NA,NA,NA
"179","Portugal","11651-FAO",2012,"Witch flounder",87.203,8,0.261,7.014,"FAO","Glyptocephalus cynoglossus","Species",31,-19940.716,4.372,2418.449,0.013,835.618,876868.997,0.188,NA,NA,NA,NA
"180","Portugal","11652-FAO",2012,"Witch flounder",5123.172,112,0.426,1.659,"FAO","Glyptocephalus cynoglossus","Species",31,52103.844,158.602,2418.449,0.013,30090.705,31505759.19,0.188,NA,NA,NA,NA
"181","Portugal","11657-FAO",2012,"Wreckfish",1417.971,30,0.886,1.592,"FAO","Polyprion americanus","Species",34,18126.876,21.284,1368.908,0.013,4003.456,3447550.03,0.188,NA,NA,NA,NA
"182","Portugal","11658-FAO",2012,"Wreckfish",18232.976,380,1.093,1.549,"FAO","Polyprion americanus","Species",34,286775.811,224.439,1368.908,0.013,41693.074,35769625.79,0.188,NA,NA,NA,NA
"183","Puerto Rico","11681-FAO",2012,"Caribbean spiny lobster",457.74,72,0.479,3.833,"FAO","Panulirus argus","Species",43,162400.888,39.243,16628.091,0.041,2391.012,11458772.28,0.188,NA,NA,NA,NA
"184","Puerto Rico","11690-FAO",2012,"Lane snapper",491.896,32,0.827,1.579,"FAO","Lutjanus synagris","Species",33,43916.944,24.489,3401.099,0.041,1486.435,2265199.46,0.188,NA,NA,NA,NA
"185","Puerto Rico","11696-FAO",2012,"Misty grouper",24.846,2,0.702,1.962,"FAO","Epinephelus mystacinus","Species",33,1679.819,1.451,3357.21,0.041,88.438,133188.317,0.188,NA,NA,NA,NA
"186","Puerto Rico","11699-FAO",2012,"Mutton snapper",1379.909,7,1.374,0.342,"FAO","Lutjanus analis","Species",33,18406.883,14.897,3401.099,0.015,2509.952,5195614.957,0.188,NA,NA,NA,NA
"187","Puerto Rico","11705-FAO",2012,"Red hind",139.874,9,0.782,1.564,"FAO","Epinephelus guttatus","Species",33,11197.796,7.359,3357.21,0.041,447.297,673111.102,0.188,NA,NA,NA,NA
"188","Puerto Rico","11708-FAO",2012,"Silk snapper",973.574,51,0.918,3.833,"FAO","Lutjanus vivanus","Species",33,51813.414,14.49,3401.099,0.014,2651.021,5625023.688,0.188,NA,NA,NA,NA
"189","Brazil","1170-FAO",2012,"Bocon toadfish",10019.368,350,1.567,0.478,"FAO","Amphichthys cryptocentrus","Species",33,500511.551,466.874,1833.536,0.073,15984.341,11059075.88,0.188,NA,NA,NA,NA
"190","Puerto Rico","11722-FAO",2012,"Yellowtail snapper",504.757,39,0.751,1.849,"FAO","Ocyurus chrysurus","Species",33,41281.369,28.073,3401.099,0.042,1679.901,2549098.785,0.188,NA,NA,NA,NA
"191","Qatar","11724-FAO",2012,"Blue swimming crab",1107.45,78,1.058,1.708,"FAO","Portunus pelagicus","Species",42,139062.804,43.146,3411.591,0.041,2616.249,3998003.624,0.188,NA,NA,NA,NA
"192","Brazil","1172-FAO",2012,"Brazilian flathead",16630.283,832,1.263,1.249,"FAO","Percophis brasiliensis","Species",33,969893.957,527.504,1833.536,0.04,32924.201,27275814.6,0.188,NA,NA,NA,NA
"193","Qatar","11730-FAO",2012,"Flathead lobster",101.291,10,0.362,2.573,"FAO","Thenus orientalis","Species",43,-1351.609,10.731,9810.53,0.038,699.357,2017788.707,0.188,NA,NA,NA,NA
"194","Qatar","11738-FAO",2012,"King soldier bream",11433.063,684,0.976,4.367,"FAO","Argyrops spinifer","Species",33,611725.641,160.453,2847.467,0.014,29282.211,51978760.41,0.188,NA,NA,NA,NA
"195","Qatar","11739-FAO",2012,"Malabar blood snapper",742.288,100,0.867,3.211,"FAO","Lutjanus malabaricus","Species",33,100549.356,35.934,3401.099,0.042,2141.019,3244589.386,0.188,NA,NA,NA,NA
"196","Qatar","11746-FAO",2012,"Pharaoh cuttlefish",2551.544,90,1.894,0.568,"FAO","Sepia pharaonis","Species",57,100132.323,83.669,1376.471,0.062,3368.152,1836508.874,0.188,NA,NA,NA,NA
"197","Brazil","1174-FAO",2012,"Brazilian menhaden",29339.461,923,0.687,0.629,"FAO","Brevoortia aurea","Species",35,112634.18,1602.041,206.499,0.037,106837.245,10168131.97,0.188,NA,NA,NA,NA
"198","Qatar","11757-FAO",2012,"Yellowfin seabream",235.415,41,1.356,4.232,"FAO","Acanthopagrus latus","Species",33,59629.795,7.146,2847.467,0.041,434.131,554019.346,0.188,NA,NA,NA,NA
"199","Brazil","1175-FAO",2012,"Brazilian sardinella",1034255.339,92679,0.78,1.812,"FAO","Sardinella brasiliensis","Species",35,13731840.72,49199.102,293.252,0.037,3316765.232,449748498.1,0.188,NA,NA,NA,NA
"200","Brazil","1177-FAO",2012,"Caribbean spiny lobster",80429.741,7386,0.677,2.362,"FAO","Panulirus argus","Species",43,57901891.83,4618.815,16628.091,0.039,297055.929,1446913276,0.188,NA,NA,NA,NA
"201","Brazil","1187-FAO",2012,"Dana swimcrab",65324.724,2443,0.974,0.992,"FAO","Callinectes danae","Species",42,4659375.429,2528.446,3411.591,0.038,167757.729,263374888.3,0.188,NA,NA,NA,NA
"202","Romania","11888-FAO",2012,"Picked dogfish",366.416,2,0.637,0.418,"FAO","Squalus acanthias","Species",38,735.751,7.515,766.905,0.013,1439.068,698012.47,0.188,NA,NA,NA,NA
"203","Romania","11889-FAO",2012,"Pontic shad",4100.312,24,0.775,0.16,"FAO","Alosa pontica","Species",24,12792.835,194.165,784.099,0.037,13231.157,4812630.485,0.188,NA,NA,NA,NA
"204","Brazil","1192-FAO",2012,"Green weakfish",4514.537,834,0.926,4.441,"FAO","Cynoscion virescens","Species",33,130424.273,202.769,571.852,0.042,12185.91,3113037.887,0.188,NA,NA,NA,NA
"205","Brazil","1195-FAO",2012,"Irish mojarra",8316.096,1054,0.742,3.015,"FAO","Diapterus auratus","Species",33,372964.555,470.881,1833.536,0.042,28005.116,22867090.5,0.188,NA,NA,NA,NA
"206","Russian Federation","11965-FAO",2012,"Amer. plaice(=Long rough dab)",15609.961,1572,0.478,7.57,"FAO","Hippoglossoides platessoides","Species",31,-336303.26,434.058,1608.811,0.013,81569.789,56651624.72,0.188,NA,NA,NA,NA
"207","Brazil","1197-FAO",2012,"Jamaica weakfish",74266.922,3301,1.428,0.835,"FAO","Cynoscion jamaicensis","Species",33,1348631.198,2768.461,571.852,0.053,130069.123,30862028.6,0.188,NA,NA,NA,NA
"208","Brazil","1199-FAO",2012,"King weakfish",72192.251,7507,1.358,0.92,"FAO","Macrodon ancylodon","Species",33,2966553.088,6004.342,571.852,0.113,132870.037,25152726.9,0.188,NA,NA,NA,NA
"209","Russian Federation","12007-FAO",2012,"Atlantic salmon",646.493,32,0.478,3.709,"FAO","Salmo salar","Species",23,-29062.049,18.034,2730.767,0.013,3378.391,5796481.986,0.188,NA,NA,NA,NA
"210","Russian Federation","12024-FAO",2012,"Black and Caspian Sea sprat",451483.438,4043,1.921,0.135,"FAO","Clupeonella cultriventris","Species",24,270132.371,15564.888,76.179,0.066,587716.613,17397890.54,0.188,NA,NA,NA,NA
"211","Brazil","1202-FAO",2012,"Lane snapper",60263.566,2080,1.654,0.489,"FAO","Lutjanus synagris","Species",33,5589566.314,2570.022,3401.099,0.071,91073.397,118095544.7,0.188,NA,NA,NA,NA
"212","Russian Federation","12034-FAO",2012,"Blue king crab",79758.555,4269,1.222,1.32,"FAO","Paralithodes platypus","Species",44,26929300.34,2645.04,8942.645,0.041,163132.94,505728548.6,0.188,NA,NA,NA,NA
"213","Brazil","1203-FAO",2012,"Largehead hairtail",116600.744,2697,2.183,0.198,"FAO","Trichiurus lepturus","Species",34,1962780.019,6223.724,828.25,0.117,133521.974,36270289.78,0.188,NA,NA,NA,NA
"214","Russian Federation","12054-FAO",2012,"Brown king crab",38468.964,1565,1.84,0.639,"FAO","Paralithodes brevipes","Species",44,8499000.877,1330.846,6826.447,0.064,52273.151,140315245.3,0.188,NA,NA,NA,NA
"215","Russian Federation","12065-FAO",2012,"Chinook(=Spring=King) salmon",17906.028,261,1.388,0.684,"FAO","Oncorhynchus tshawytscha","Species",23,458745.709,274.92,2233.39,0.021,32256.397,30288669.74,0.188,NA,NA,NA,NA
"216","Russian Federation","12074-FAO",2012,"Chum(=Keta=Dog) salmon",1560388.728,54703,1.866,0.548,"FAO","Oncorhynchus keta","Species",23,90517168.62,53548.652,1942.677,0.064,2091152.046,1227875595,0.188,NA,NA,NA,NA
"217","Russian Federation","12080-FAO",2012,"Coho(=Silver) salmon",107438.098,2055,1.913,0.301,"FAO","Oncorhynchus kisutch","Species",23,6833962.874,3565.392,3782.597,0.063,140407.557,160932013.2,0.188,NA,NA,NA,NA
"218","Russian Federation","12082-FAO",2012,"Common dab",1698.176,142,1.311,1.992,"FAO","Limanda limanda","Species",31,76391.845,54.364,744.066,0.042,3237.988,736817.484,0.188,NA,NA,NA,NA
"219","Russian Federation","12087-FAO",2012,"Coonstripe shrimp",2963.104,454,0.817,3.72,"FAO","Pandalus hypsinotus","Species",45,593010.119,149.401,2448.702,0.041,9068.638,5943129.723,0.188,NA,NA,NA,NA
"220","Russian Federation","12117-FAO",2012,"European smelt",18259.868,588,1.233,0.821,"FAO","Osmerus eperlanus","Species",23,705541.26,580.657,1606.751,0.039,37016.839,20824210.87,0.188,NA,NA,NA,NA
"221","Russian Federation","12146-FAO",2012,"Golden king crab",85914.566,3345,1.604,0.621,"FAO","Lithodes aequispina","Species",44,17523660.22,3357.316,6826.447,0.063,133931.824,361187070.8,0.188,NA,NA,NA,NA
"222","Russian Federation","12176-FAO",2012,"Hair crab",437.919,53,0.624,2.962,"FAO","Erimacrus isenbeckii","Species",42,8268.379,28.655,3411.591,0.041,1753.184,2686324.715,0.188,NA,NA,NA,NA
"223","Russian Federation","12178-FAO",2012,"Hokkai shrimp",128.67,23,0.447,4.415,"FAO","Pandalus kessleri","Species",45,-7119.844,11.651,1869.238,0.04,719.549,469914.8,0.188,NA,NA,NA,NA
"224","Russian Federation","12191-FAO",2012,"Japanese flying squid",17447.398,766,1.624,0.671,"FAO","Todarodes pacificus","Species",57,1138127.4,703.111,1814.003,0.065,26853.848,14625690.08,0.188,NA,NA,NA,NA
"225","Russian Federation","12196-FAO",2012,"Kamchatka flounder",46994.737,298,0.309,0.471,"FAO","Atheresthes evermanni","Species",31,390575.658,2046.281,3168.168,0.013,379743.669,398410444.7,0.188,NA,NA,NA,NA
"226","Russian Federation","12202-FAO",2012,"Large-eye dentex",4412.498,185,0.638,1.052,"FAO","Dentex macrophthalmus","Species",33,165849.195,275.784,2847.467,0.04,17301.785,22294213.51,0.188,NA,NA,NA,NA
"227","Russian Federation","12219-FAO",2012,"Lumpfish(=Lumpsucker)",8.164,2,0.963,18.559,"FAO","Cyclopterus lumpus","Species",34,-871.143,0.112,5944.985,0.013,21.198,79443.343,0.188,NA,NA,NA,NA
"228","Russian Federation","12242-FAO",2012,"Masu(=Cherry) salmon",85.612,2,1.329,0.586,"FAO","Oncorhynchus masou","Species",23,2469.33,2.567,1704.878,0.04,161.037,124244.762,0.188,NA,NA,NA,NA
"229","Russian Federation","12259-FAO",2012,"Northern prawn",173096.16,8933,1.291,1.151,"FAO","Pandalus borealis","Species",45,17332126.53,6013.489,2448.702,0.045,335237.474,214159277.6,0.188,NA,NA,NA,NA
"230","Brazil","1225-FAO",2012,"Red grouper",37997.716,1190,0.647,2.426,"FAO","Epinephelus morio","Species",33,529072.773,758.04,3357.21,0.013,146826.549,312826177.2,0.188,NA,NA,NA,NA
"231","Russian Federation","12264-FAO",2012,"Okhotsk atka mackerel",1335294.799,66374,1.391,1.065,"FAO","Pleurogrammus azonus","Species",33,41957628.77,44784.138,923.15,0.047,2399846.588,956224567,0.188,NA,NA,NA,NA
"232","Russian Federation","12274-FAO",2012,"Pacific herring",6335936.292,355615,1.546,0.843,"FAO","Clupea pallasii","Species",35,137786836.3,204628.816,457.272,0.05,10244571.43,1525467660,0.188,NA,NA,NA,NA
"233","Brazil","1227-FAO",2012,"Redspotted shrimp",118821.569,11011,0.98,2.201,"FAO","Penaeus brasiliensis","Species",45,25023510.11,5102.549,3996.106,0.042,302981.026,418052383.3,0.188,NA,NA,NA,NA
"234","Russian Federation","12294-FAO",2012,"Pink(=Humpback) salmon",14679718.08,267688,2.009,0.243,"FAO","Oncorhynchus gorbuscha","Species",23,592678024.9,548404.008,2481.749,0.075,18266945.5,13063824727,0.188,NA,NA,NA,NA
"235","Russian Federation","12299-FAO",2012,"Pontic shad",77.905,30,0.796,9.329,"FAO","Alosa pontica","Species",24,-1336.282,4.042,784.099,0.041,244.813,85954.244,0.188,NA,NA,NA,NA
"236","Russian Federation","12309-FAO",2012,"Rainbow smelt",32.724,6,1.184,4.341,"FAO","Osmerus mordax","Species",23,3204.348,1.167,1226.527,0.042,69.108,37694.076,0.188,NA,NA,NA,NA
"237","Russian Federation","12321-FAO",2012,"Red king crab",144542.919,5215,1.318,0.883,"FAO","Paralithodes camtschaticus","Species",44,35342968.48,4480.551,8942.645,0.041,274171.132,847953014.3,0.188,NA,NA,NA,NA
"238","Russian Federation","12322-FAO",2012,"Red king crab",233309.521,1583,0.858,0.176,"FAO","Paralithodes camtschaticus","Species",44,7589735.595,10501.363,6826.447,0.039,679886.478,2120189047,0.188,NA,NA,NA,NA
